idx	Organ_system	ICDCode	ICDCodeDescription
2258	endocrine	E11.3522	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye
2259	endocrine	E11.3523	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral
2260	endocrine	E11.3529	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye
2261	endocrine	E11.3531	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye
2262	endocrine	E11.3532	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye
2263	endocrine	E11.3533	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral
2264	endocrine	E11.3539	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye
2265	endocrine	E11.3541	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye
2266	endocrine	E11.3542	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye
2267	endocrine	E11.3543	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral
2268	endocrine	E11.3549	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye
2269	endocrine	E11.3551	Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye
2270	endocrine	E11.3552	Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye
2271	endocrine	E11.3553	Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral
2272	endocrine	E11.3559	Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye
2273	endocrine	E11.359	Type 2 Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema
2274	endocrine	E11.3591	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye
2275	endocrine	E11.3592	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye
2276	endocrine	E11.3593	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral
2277	endocrine	E11.3599	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye
2278	endocrine	E11.36	Type 2 diabetes mellitus with diabetic cataract
2279	endocrine	E11.37X1	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye
2280	endocrine	E11.37X2	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye
2281	endocrine	E11.37X3	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral
2282	endocrine	E11.37X9	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye
2283	endocrine	E11.39	Type 2 diabetes mellitus with other diabetic ophthalmic complication
2284	endocrine	E11.40	Type 2 diabetes mellitus with diabetic neuropathy, unspecified
2285	endocrine	E11.41	Type 2 diabetes mellitus with diabetic mononeuropathy
2286	endocrine	E11.42	Type 2 diabetes mellitus with diabetic polyneuropathy
2287	endocrine	E11.43	Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy
2288	endocrine	E11.44	Type 2 diabetes mellitus with diabetic amyotrophy
2289	endocrine	E11.49	Type 2 diabetes mellitus with other diabetic neurological complication
2290	endocrine	E11.51	Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
2291	endocrine	E11.52	Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene
2292	endocrine	E11.59	Type 2 diabetes mellitus with other circulatory complications
2293	endocrine	E11.610	Type 2 diabetes mellitus with diabetic neuropathic arthropathy
2294	endocrine	E11.618	Type 2 diabetes mellitus with other diabetic arthropathy
2295	endocrine	E11.620	Type 2 diabetes mellitus with diabetic dermatitis
2296	endocrine	E11.621	Type 2 diabetes mellitus with foot ulcer
2297	endocrine	E11.622	Type 2 diabetes mellitus with other skin ulcer
2298	endocrine	E11.628	Type 2 diabetes mellitus with other skin complications
2299	endocrine	E11.630	Type 2 diabetes mellitus with periodontal disease
2300	endocrine	E11.638	Type 2 diabetes mellitus with other oral complications
2301	endocrine	E11.641	Type 2 diabetes mellitus with hypoglycemia with coma
2302	endocrine	E11.649	Type 2 diabetes mellitus with hypoglycemia without coma
2303	endocrine	E11.65	Type 2 diabetes mellitus with hyperglycemia
2304	endocrine	E11.69	Type 2 diabetes mellitus with other specified complication
2305	endocrine	E11.8	Type 2 diabetes mellitus with unspecified complications
2306	endocrine	E11.9	Type 2 diabetes mellitus without complications
2307	endocrine	E13.00	Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
2308	endocrine	E13.01	Other specified diabetes mellitus with hyperosmolarity with coma
2309	endocrine	E13.10	Other specified diabetes mellitus with ketoacidosis without coma
2310	endocrine	E13.11	Other specified diabetes mellitus with ketoacidosis with coma
2311	endocrine	E13.21	Other specified diabetes mellitus with diabetic nephropathy
2312	endocrine	E13.22	Other specified diabetes mellitus with diabetic chronic kidney disease
2313	endocrine	E13.29	Other specified diabetes mellitus with other diabetic kidney complication
2314	endocrine	E13.311	Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema
2315	endocrine	E13.319	Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema
2316	endocrine	E13.3211	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye
2317	endocrine	E13.3212	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye
2318	endocrine	E13.3213	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral
2319	endocrine	E13.3219	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye
2320	endocrine	E13.3291	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye
2321	endocrine	E13.3292	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye
2322	endocrine	E13.3293	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral
2323	endocrine	E13.3299	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye
2324	endocrine	E13.3311	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye
2325	endocrine	E13.3312	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye
2326	endocrine	E13.3313	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral
2327	endocrine	E13.3319	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye
2328	endocrine	E13.3391	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye
2329	endocrine	E13.3392	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye
2330	endocrine	E13.3393	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral
2331	endocrine	E13.3399	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye
2332	endocrine	E13.3411	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye
2333	endocrine	E13.3412	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye
2334	endocrine	E13.3413	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral
2335	endocrine	E13.3419	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye
2336	endocrine	E13.3491	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye
2337	endocrine	E13.3492	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye
2338	endocrine	E13.3493	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral
2339	endocrine	E13.3499	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye
2340	endocrine	E13.3511	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye
2341	endocrine	E13.3512	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye
2342	endocrine	E13.3513	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral
2343	endocrine	E13.3519	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye
2344	endocrine	E13.3521	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye
2345	endocrine	E13.3522	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye
2346	endocrine	E13.3523	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral
2347	endocrine	E13.3529	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye
2348	endocrine	E13.3531	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye
2349	endocrine	E13.3532	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye
2350	endocrine	E13.3533	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral
2351	endocrine	E13.3539	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye
